Title,Movie ID,Genre,Production Company,Budget,Revenue,Overview,Release Date
Wrath of the Titans,57165,Fantasy,Thunder Road Pictures,150000000,301000000,"A decade after his heroic defeat of the monstrous Kraken, Perseus-the demigod son of Zeus-is attempting to live a quieter life as a village fisherman and the sole parent to his 10-year old son, Helius. Meanwhile, a struggle for supremacy rages between the gods and the Titans. Dangerously weakened by humanity's lack of devotion, the gods are losing control of the imprisoned Titans and their ferocious leader, Kronos, father of the long-ruling brothers Zeus, Hades and Poseidon.",2012-03-27
The Vow,72570,Drama,Spyglass Entertainment,30000000,196114570,"Happy young married couple Paige and Leo are, well, happy. Then a car accident puts Paige into a life-threatening coma. Upon awakening she has lost the previous five years of memories, including those of her beloved Leo, her wedding, a confusing relationship with her parents, or the ending of her relationship with her ex-fiance. Despite these complications, Leo endeavors to win her heart again and rebuild their marriage.",2012-02-05
Casa De Mi Padre,80304,Comedy,Lions Gate,0,0,"Scheming of a way to save their father's ranch, the Alvarez brothers find themselves in a war with Mexico's most feared drug lord.",2012-03-15
The Lorax,73723,Animation,Universal Pictures,70000000,348840316,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",2012-03-01
Contraband,77866,Thriller,Universal Pictures,25000000,63100000,"When his brother-in-law runs afoul of a drug lord, family man Chris Farraday turns to a skill he abandoned long ago – smuggling – to repay the debt. But the job goes wrong, and Farraday finds himself wanted by cops, crooks and killers alike.",2012-01-12
Diary of a Wimpy Kid: Dog Days,82650,Comedy,Fox 2000 Pictures,10000000,0,"School is out and Greg is ready for the days of summer, when all his plans go wrong. What on earth is he going to do all summer?",2012-08-02
I Want You,109689,Drama,Zeta Audiovisual,0,0,"Sequel to ""Three Steps Above Heaven"". The sexy Gin (Clara Lago) is the new love of Hache (Mario Casas), but this can not forget his former girlfriend (Maria Valverde), so the love triangle is inevitable.",2012-06-22
Sinister,82507,Horror,Automatik Entertainment,3000000,77712439,"Found footage helps a true-crime novelist realize how and why a family was murdered in his new home, though his discoveries put his entire family in the path of a supernatural entity.",2012-03-29
John Dies at the End,75761,Horror,Magnet Releasing,0,0,"A new drug promises out-of-body experiences, but users are coming back changed forever, and an otherworldly invasion of Earth is underway.",2012-01-23
The Cold Light of Day,77948,Action,Film Rites,20000000,16863583,"After his family is kidnapped during their sailing trip in Spain, a young Wall Street trader is confronted by the people responsible: intelligence agents looking to recover a mysterious briefcase.",2012-04-04
Safe,72387,Action,IM Global,30000000,40346186,"After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police.",2012-04-16
Frankenweenie,62214,Animation,Tim Burton Productions,39000000,35287788,"When a car hits young Victor's pet dog Sparky, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them that Sparky's still the good, loyal friend he was.",2012-10-04
Wanderlust,50647,Comedy,Relativity Media,35000000,24159934,"Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules.",2012-02-23
This Means War,59962,Action,Dune Entertainment,65000000,156974557,Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.,2012-02-14
Disconnect,127517,Drama,Lionsgate,10000000,3428048,"Disconnect interweaves multiple storylines about people searching for human connection in today’s wired world. Through poignant turns that are both harrowing and touching, the stories intersect with surprising twists that expose a shocking reality into our daily use of technology that mediates and defines our relationships and ultimately our lives.",2012-09-11
Gambit,97434,Comedy,CBS Films,0,0,"An art curator decides to seek revenge on his abusive boss by conning him into buying a fake Monet, but his plan requires the help of an eccentric and unpredictable Texas rodeo queen.",2012-11-07
Lawless,82633,Crime,The Weinstein Company,26000000,53676580,"Set in the Depression-era Franklin County, Virginia, a bootlegging gang is threatened by authorities who want a cut of their profits.",2012-08-29
Seeking a Friend for the End of the World,88005,Comedy,Indian Paintbrush,10000000,9636289,"As an asteroid nears Earth, a man finds himself alone after his wife leaves in a panic. He decides to take a road trip to reunite with his high school sweetheart. Accompanying him is a neighbor who inadvertently puts a wrench in his plan.",2012-06-22
Bait,118957,Action,Screen Queensland,30000000,0,A freak tsunami traps shoppers at a coastal Australian supermarket inside the building ... along with a 12-foot great white shark.,2012-09-05
Step Up Revolution,85446,Music,Summit Entertainment,33000000,140470746,"Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.",2012-07-26
Blue Lagoon: The Awakening,115290,Drama,PeaceOut Productions,0,0,Two high school students become stranded on a tropical island and must rely on each other for survival. They learn more about themselves and each other while falling in love.,2012-06-16
Alex Cross,94348,Action,Summit Entertainment,45000000,30353232,"After Washington DC detective Alex Cross is told that a family member has been murdered, he vows to track down the killer. He soon discovers that she was not his first victim and that things are not what they seem.",2012-10-18
Drug War,110410,Action,Milky Way Image Company,0,0,"The taciturn police commander Zhang leads an undercover drugs team and in his continuous battle against the ubiquitous drug barons, takes up arms against his arch enemy, Timmy Choi. When he gets hold of Choi, he makes a deal with him: in exchange for his life (in China you can get the death penalty for producing only 50 grams of drugs) the young criminal will help the police infiltrate a sizeable drug network.",2012-11-15
Columbus Circle,92000,Crime,G4 Pictures,10000000,0,An heiress who's been shut inside her apartment building for nearly two decades is forced to confront her fears after one of her neighbors is killed and a detective arrives to begin the investigation.,2012-03-05
Byzantium,102780,Drama,WestEnd Films,10000000,89237,"Two mysterious women seek refuge in a run-down coastal resort. Clara meets lonely Noel, who provides shelter in his deserted guesthouse, Byzantium. Schoolgirl Eleanor befriends Frank and tells him their lethal secret. They were born 200 years ago and survive on human blood. As knowledge of their secret spreads, their past catches up on them with deathly consequence.",2012-09-09
Safety Not Guaranteed,84332,Comedy,Big Beach Films,750000,4007792,Three magazine employees head out on an assignment to interview a guy who placed a classified ad seeking a companion for time travel.,2012-06-08
Bachelorette,84174,Comedy,Gary Sanchez Productions,3000000,11947954,Three friends are asked to be bridesmaids at a wedding of a woman they used to ridicule back in high school.,2012-08-06
Zambezia,133931,Comedy,Triggerfish Animation,20000000,0,"Set in a bustling bird city on the edge of the majestic Victoria Falls, ""Zambezia"" is the story of Kai - a naïve, but high-spirited young falcon who travels to the bird city of ""Zambezia"" where he discovers the truth about his origins and, in defending the city, learns how to be part of a community",2012-06-05
The Body,111083,Thriller,Rodar y Rodar Cine y Televisión,0,0,"A woman’s body disappears mysteriously from the morgue without a trace. Police inspector Jaime Peña investigates the strange occurrence with the help of Álex Ulloa, the widower of the missing woman.",2012-10-04
Arbitrage,60599,Drama,Lucky Monkey Pictures,12000000,35485056,"A troubled hedge fund magnate, desperate to complete the sale of his trading empire, makes an error that forces him to turn to an unlikely person for help.",2012-09-14
Upside Down,58244,Romance,France 2 Cinéma,60000000,8106475,"In an alternate universe where twinned worlds have opposite gravities, a young man battles interplanetary prejudice and the laws of physics in his quest to reunite with the long-lost girl of his dreams in this visually stunning romantic adventure that poses the question: what if love was stronger than gravity?",2012-09-27
Iron Sky,10679,Action,Blind Spot Pictures Oy,7500000,8135031,"In the last moments of World War II, a secret Nazi space program evaded destruction by fleeing to the Dark Side of the Moon. During 70 years of utter secrecy, the Nazis construct a gigantic space fortress with a massive armada of flying saucers.",2012-03-10
The Woman in Black,65086,Drama,Exclusive Media Group,17000000,127730736,"The story follows a young lawyer, Arthur Kipps, who is ordered to travel to a remote village and sort out a recently deceased client’s papers. As he works alone in the client’s isolated house, Kipps begins to uncover tragic secrets, his unease growing when he glimpses a mysterious woman dressed only in black. Receiving only silence from the locals, Kipps is forced to uncover the true identity of the Woman in Black on his own, leading to a desperate race against time when he discovers her true identity.",2012-02-03
Premium Rush,49526,Crime,Pariah Entertainment Group,35000000,31083599,"In Manhattan, a bike messenger picks up an envelope that attracts the interest of a dirty cop, who pursues the cyclist throughout the city.",2012-08-24
Seven Psychopaths,86838,Comedy,CBS Films,15000000,33035736,A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.,2012-09-07
The Words,83686,Drama,CBS Films,6000000,13231461,"The Words follows young writer Rory Jansen who finally achieves long sought after literary success after publishing the next great American novel. There's only one catch - he didn't write it. As the past comes back to haunt him and his literary star continues to rise, Jansen is forced to confront the steep price that must be paid for stealing another man's work, and for placing ambition and success above life's most fundamental three words.",2012-09-07
The Hunt,103663,Drama,Sveriges Television (SVT),3800000,16800000,"A teacher lives a lonely life, all the while struggling over his son’s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",2012-08-28
Piranha 3DD,71668,Horror,Dimension Films,5000000,8493728,"After the events at Lake Victoria, the prehistoric school of blood-thirsty piranhas make their way into swimming pools, plumbing, and a newly opened water park.",2012-05-11
Stuck in Love,111969,Drama,Troy Entertainment,0,81071,"An acclaimed writer, his ex-wife, and their teenaged children come to terms with the complexities of love in all its forms over the course of one tumultuous year.",2012-09-09
Chinese Zodiac,98567,Action,Emperor Motion Pictures,48000000,0,"Asian Hawk (Jackie Chan) leads a mercenary team to recover several lost artifacts from the Old Summer Palace, the bronze heads of the 12 Chinese Zodiac animals which were sacked by the French and British armies from the imperial Summer Palace in Beijing in 1860. Assisted by a Chinese student & a Parisian lady, Hawk stops at nothing to accomplish the mission.",2012-12-20
Hitchcock,112336,Drama,Prana Studios,0,23570541,"Hitchcock follows the relationship between director Alfred Hitchcock and his wife Alma Reville during the making of his most famous film ""Psycho"" - and the trials and tribulations the director faced from Hollywood censors.",2012-11-22
Bernie,92591,Comedy,Mandalay Vision,5000000,9206470,"In small-town Texas, affable and popular mortician Bernie Tiede strikes up a friendship with Marjorie Nugent, a wealthy widow well known for her sour attitude. When she becomes controlling and abusive, Bernie goes to great lengths to remove himself from her grasp.",2012-04-27
Lore,121835,Drama,Edge City Films,0,0,"After her Nazi parents are imprisoned, Lore leads her younger siblings across a war-torn Germany in 1945. Amidst the chaos, she encounters mysterious Jewish refugee Thomas, who shatters her fragile reality with hatred and desire. To live, she must trust someone she was taught to hate and face the darkness within herself.",2012-08-02
Robot & Frank,84329,Science Fiction,Park Pictures,2500000,3325038,"A delightful dramatic comedy, a buddy picture, and, for good measure, a heist film. Curmudgeonly old Frank lives by himself. His routine involves daily visits to his local library, where he has a twinkle in his eye for the librarian. His grown children are concerned about their father’s well-being and buy him a caretaker robot. Initially resistant to the idea, Frank soon appreciates the benefits of robotic support – like nutritious meals and a clean house – and eventually begins to treat his robot like a true companion. With his robot’s assistance, Frank’s passion for his old, unlawful profession is reignited, for better or worse.",2012-08-16
Tangled Ever After,82881,Animation,Walt Disney Animation Studios,0,0,"The kingdom is in a festive mood as everyone gathers for the royal wedding of Rapunzel and Flynn. However, when Pascal and Maximus, as flower chameleon and ring bearer, respectively, lose the gold bands, a frenzied search and recovery mission gets underway. As the desperate duo tries to find the rings before anyone discovers that they’re missing, they leave behind a trail of comical chaos that includes flying lanterns, a flock of doves, a wine barrel barricade and a very sticky finale. Will Maximus and Pascal save the day and make it to the church in time? And will they ever get Flynn’s nose right?",2012-01-13
Burning Bright,39957,Drama,Burning Bright Productions,0,0,"After her lousy stepfather steals her savings to buy a vicious tiger, Kelly loses all hope of going to college. But Kelly's situation worsens when a hurricane leaves her and her autistic brother boarded up in their house with the man-eating beast. This edge-of-your-seat thriller follows the gutsy heroine and her younger sibling as they struggle to outwit the ravenous predator and find a way to survive.",2012-05-02
Thanks for Sharing,112200,Comedy,Class 5 Films,0,1065881,A romantic comedy that brings together three disparate characters who are learning to face a challenging and often confusing world as they struggle together against a common demon: sex addiction.,2012-09-07
Berserk: The Golden Age Arc 1 - The Egg of the King,113082,Action,Viz Media,0,0,"Guts, an immensely strong sword-for-hire, has little direction in his life, simply fighting one battle after the next. However, this all changes suddenly when he meets and is bested by Griffith, a beautiful and charismatic young man who leads the Band of the Hawk mercenary army. After Guts joins the Band and the relationship between the two men begins to blossom, Casca, the tough, lone swordswoman in the Band of the Hawk, struggles to accept Guts and the influence he has on the world around her.  While the two men begin to fight together, Griffith continues to rise to power, all seemingly in order to reach his mysterious, prophesied goals. What lengths will Guts and Griffith go to in order to reach these goals, and where will fate take the two men?",2012-02-03
Astérix and Obélix: God Save Britannia,99770,Family,Stunt Bros,61000000,0,Asterix crosses the channel to help second-cousin Anticlimax face down Julius Caesar and invading Romans.,2012-10-17
Heroes and Demons,155776,Comedy,dtp entertainment AG,0,0,"Gripping thriller drama with fantastic all-star cast: Six different stories about crooks, misfits, heroes and their determination to overcome the destiny. Stories about intolerance, hopelessness, betrayal, despair, and the unpredictable.",2012-12-12
Paperman,140420,Animation,Walt Disney Pictures,0,0,An urban office worker finds that paper airplanes are instrumental in meeting a girl in ways he never expected.,2012-11-02
Home Alone: The Holiday Heist,134375,Comedy,20th Century Fox Television,0,0,"8-year-old Finn who is terrified to learn his family is relocating from sunny California to Maine in the scariest house he has ever seen! Convinced that his new house is haunted, Finn sets up a series of elaborate traps to catch the “ghost” in action. Left home alone with his sister while their parents are stranded across town, Finn’s traps catch a new target – a group of thieves who have targeted Finn’s house.",2012-11-25
House at the End of the Street,82505,Horror,A Bigger Boat,6900000,44287131,"A mother and daughter move to a new town and find themselves living next door to a house where a young girl murdered her parents. When the daughter befriends the surviving son, she learns the story is far from over.",2012-09-21
Killing Them Softly,64689,Crime,Plan B Entertainment,15000000,37930465,"Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse.",2012-09-20
The Iceman,68812,Thriller,Millennium Films,20000000,1969193,"The true story of Richard Kuklinski, the notorious contract killer and family man.",2012-09-01
Rust and Bone,97365,Drama,Why Not Productions,15400000,25762027,"Put in charge of his young son, Ali leaves Belgium for Antibes to live with his sister and her husband as a family. Ali's bond with Stephanie, a killer whale trainer, grows deeper after Stephanie suffers a horrible accident.",2012-05-17
People Like Us,98548,Drama,Touchstone Pictures,16000000,12434778,"It tells the story of a struggling man who, after flying home to L.A. for the funeral of his estranged record-producer father, discovers that the will stipulates that he must deliver $150,000 in cash to a 30-year-old alcoholic sister he never knew existed, and her troubled 12-year-old son.",2012-06-29
Hope Springs,82696,Drama,Columbia Pictures,30000000,114281051,"After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship.",2012-08-07
The Devil Inside,76487,Thriller,Room 101,1000000,101758490,"In Italy, a woman becomes involved in a series of unauthorized exorcisms during her mission to discover what happened to her mother, who allegedly murdered three people during her own exorcism.",2012-01-06
A Turtle’s Tale 2: Sammy’s Escape From Paradise,113594,Adventure,Studio Canal,0,0,"Sammy and Ray, leatherback turtles and friends forever, are enjoying an atoll's water and sand, shepherding new hatchlings Ricky and Ella out to sea. Suddenly, a poacher swoops in and ships them off to be part of a spectacular aquarium show for tourists in Dubai. The kingpin of the place, Big D the seahorse, enlists them in his plans for a great escape. But with their new friends Jimbo the bug-eyed blob fish and Lulu the snippy lobster, Annabel the sweet Octopus, and a whole family of penguins, Sammy and Ray hatch breakout plans of their own. That is when little Ricky and Ella arrive, determined to break in to rescue them. After a series of thrilling adventures and narrow escapes, our heroes head south to meet up with Shelly, Sammy's first and only love.",2012-08-15
The Lucky One,77877,Drama,DiNovi Pictures,25000000,99357138,"U.S. Marine Sergeant Logan Thibault returns from his third tour of duty in Iraq, with the one thing he credits with keeping him alive-a photograph he found of a woman he doesn't even know. Learning her name is Beth and where she lives, he shows up at her door, and ends up taking a job at her family-run local kennel. Despite her initial mistrust and the complications in her life, a romance develops between them, giving Logan hope that Beth could be much more than his good luck charm.",2012-04-19
Paranormal Activity 4,82990,Horror,Room 101,5000000,142817992,"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.",2012-10-17
Jan Dara: The Beginning,151512,Drama,Sahamongkol Film International,0,0,"Based on a famous Thai erotic novel, the film tells the story of Jan, a boy who grows up in a house lorded over by his sadistic and debauched father, Luang Wisnan. Set in the 1930′s the story recounts the growing pains of Jan, whose mother dies while giving birth to him and who’s intensely hated by his father. Jan grows up with Aunt Wad, his stepmother, and he struggles to reconcile his guilt and longing with different women in his life, including a girl called Hyacinth, whom he adores, and later Madame Boonleung, his father’s lover who becomes a key to Jan’s sexual awakening.",2012-09-13
Great Expectations,121674,Drama,Number 9 Films,0,258656,"Miss Havisham, a wealthy spinster who wears an old wedding dress and lives in the dilapidated Satis House, asks Pip's ""Uncle Pumblechook"" (who is actually Joe's uncle) to find a boy to play with her adopted daughter Estella. Pip begins to visit Miss Havisham and Estella, with whom he falls in love,then Pip a humble orphan suddenly becomes a gentleman with the help of an unknown benefactor.",2012-11-30
Santa Paws 2: The Santa Pups,142308,Family,Walt Disney Pictures,0,0,"An all-new Disney holiday classic is born - Santa Paws 2: The Santa Pups. Starring a brand-new litter of the cutest talking pups ever - Hope, Jingle, Charity, and Noble - it's perfect for the whole family. When Mrs. Claus travels to Pineville, the playful Santa Pups stow away on her sled. Taking mischief to a whole new level, they begin granting joyful wishes to Pineville's boys and girls, but something goes terribly wrong - the Christmas spirit begins to disappear. Now the Santa Pups and Mrs. Claus must race to save Christmas around the world. From the creators of Disney Buddies, this magical, heartwarming tale is brimming with hope, cheer, and Christmas spirit. Written by Paws",2012-11-20
A Hijacking,127846,Thriller,Danmarks Radio (DR),0,0,"Tensions are high after a Danish freighter is captured and held for ransom by Somali pirates, leading to weeks of high-stakes negotiations – and an escalating potential for explosive violence.",2012-02-26
Fun Size,82679,Comedy,Paramount,14000000,11417362,"Wren is invited to a Halloween party by her crush, Aaron Riley, but she is also forced by her mother to take her oddball little brother Albert with her when she goes out trick-or-treating on Halloween. When she goes to the party instead, she loses him and must find him before her mother finds out.",2012-10-24
Red Tails,72431,Drama,Lucasfilm,58000000,50365377,"The story of the Tuskegee Airmen, the first African-American pilots to fly in a combat squadron during World War II.",2012-01-19
Resident Evil: Damnation,133121,Animation,Capcom Company,0,0,"U.S. federal agent Leon S. Kennedy sneaks into the ""East Slavic Republic"" to verify rumors that Bio-Organic Weapons (BOWs) are being used in the country's civil war, which the U.S. and Russia are making preparations to jointly intervene in. Right after his infiltration, the U.S. government orders him to leave immediately. Determined to uncover the truth, Leon ignores the order and enters the battlefield to end the chain of tragedies caused by the BOWs.",2012-09-25
Beasts of the Southern Wild,84175,Drama,Cinereach,1800000,21107746,"Hushpuppy, an intrepid six-year-old girl, lives with her father, Wink in 'the Bathtub', a southern Delta community at the edge of the world. Wink’s tough love prepares her for the unraveling of the universe – for a time when he’s no longer there to protect her. When Wink contracts a mysterious illness, nature flies out of whack – temperatures rise, and the ice caps melt, unleashing an army of prehistoric creatures called aurochs. With the waters rising, the aurochs coming, and Wink’s health fading, Hushpuppy goes in search of her lost mother.",2012-06-29
Stitches,115210,Horror,MPI Media Group,100000,95000,"The clumsy and unfunny clown Richard ""Stitches"" Grindle entertains at the 10th birthday party of little Tom, but the boy and his friends play a prank with Stitches, tying his shoelaces. Stitches slips, falls and dies. Six years later, Tom gives a birthday party for his friends at home, but Stitches revives to haunt the teenagers and revenge his death.",2012-05-19
Cleanskin,95516,Drama,UK Film Studio,0,0,"While working undercover as a bodyguard to arms dealer Harry, former-soldier-turned-secret-service-agent Ewan survives a bloody shootout with a member of an Islamic terrorist cell who steals Harry's briefcase full of Semtex explosives and escapes. Ewan's spymasters task Ewan with hunting down the cell members and retrieving the briefcase.",2012-03-08
Nameless Gangster,89501,Crime,㈜팔레트픽처스,0,0,"A corrupted customs officer, Choi Ik-hyeon, faces losing his job. Then, his life turns around as he meets ganster Choi Hyeong-bae who has connection with the Yakuza. They quickly form a partnetship; Hyeong-bae helps Ik-hyeon set up a business with the money from drug trafficking while Ik-hyeon lobbies for his partner Hyeong-bae. As the government declares war on crime, however, their partnership begins to crack.",2012-02-02
Ernest & Celestine,126319,Animation,Gkids,12516654,8109160,"Celestine is a little mouse trying to avoid a dental career; Ernest is a big bear craving an artistic outlet. When Celestine meets Ernest, they overcome their natural enmity by forging a life of crime together.",2012-12-12
Red Lights,75638,Thriller,Attitude Pinículas y Films A.I.E.,14000000,13551174,"Two investigators of paranormal hoaxes, the veteran Dr. Margaret Matheson and her young assistant, Tom Buckley, study the most varied metaphysical phenomena with the aim of proving their fraudulent origins. Simon Silver, a legendary blind psychic, reappears after an enigmatic absence of 30 years to become the greatest international challenge to both orthodox science and professional sceptics. Tom starts to develop an intense obsession with Silver, whose magnetism becomes stronger with each new manifestation of inexplicable events. As Tom gets closer to Silver, tension mounts, and his worldview is threatened to its core.",2012-03-02
Ruby Sparks,103332,Comedy,Bona Fide Productions,0,9128263,"Calvin is a young novelist who achieved phenomenal success early in his career but is now struggling with his writing – as well as his romantic life. Finally, he makes a breakthrough and creates a character named Ruby who inspires him. When Calvin finds Ruby, in the flesh, sitting on his couch about a week later, he is completely flabbergasted that his words have turned into a living, breathing person.",2012-07-25
Gone,79548,Drama,Sidney Kimmel Entertainment,0,18100189,"Jill Parrish is trying to rebuild her life after surviving a terrifying kidnapping attempt. Though she is having a difficult time, she takes small steps toward normalcy by starting a new job and inviting her sister, Molly, to move in with her. Returning home from work one morning, Jill discovers that Molly has vanished, and she is certain that the same man who previously abducted her has returned for revenge.",2012-02-23
The Company You Keep,87496,Drama,TCYK North Productions,0,19633027,A former Weather Underground activist goes on the run from a journalist who discovers his identity.,2012-09-06
Parental Guidance,88042,Comedy,Dune Entertainment III,25000000,119772232,Artie and Diane agree to look after their three grandkids when their type-A helicopter parents need to leave town for work. Problems arise when the kids' 21st-century behavior collides with Artie and Diane's old-school methods.,2012-12-25
The Baytown Outlaws,81446,Action,Lleju Productions,4000000,0,"When three redneck brothers agree to help a woman save her son from an abusive father, they become targets on the run from an odd cast of characters.",2012-08-27
American Mary,126277,Horror,IndustryWorks Pictures,0,0,A young med student struggling with her tuition fees is drawn into the shady world of underground body modification.,2012-05-31
Truth or Dare,101179,Horror,Corona Pictures,0,0,"A group of college friends celebrate the end of term with a party to end all parties. During a drink and drug-fuelled evening, an innocent game of ‘Truth or Dare’ has a very sore loser, sparking a terrifying sequence of events and a whole new twist on the game of truth or dare – where the truth can kill you.",2012-08-05
Antiviral,125490,Science Fiction,Alliance Films,2400000,0,"After becoming infected with the virus that killed superstar Hannah Geist, Syd March must unravel the mystery surrounding her death to save his own life .",2012-09-19
Madea's Witness Protection,103370,Drama,"Tyler Perry Company, The",0,0,A Wall Street investment banker who has been set up as the linchpin of his company's mob-backed Ponzi scheme is relocated with his family to Aunt Madea's southern home.,2012-06-29
Trouble with the Curve,87825,Drama,Malpaso Productions,0,0,"Slowed by age and failing eyesight, crack baseball scout Gus Lobel takes his grown daughter along as he checks out the final prospect of his career. Along the way, the two renew their bond, and she catches the eye of a young player-turned-scout.",2012-09-21
Indie Game: The Movie,80215,Documentary,BlinkWorks Media,0,0,"Indie Game: The Movie is a feature documentary about video games, their creators and the craft. The film follows the dramatic journeys of video game developers as they create and release their games to the world. The film tells the emotional story of friends Edmund McMillen &amp; Tommy Refenes, as they craft their first Xbox game: ""Super Meat Boy"". It follows Phil Fish, the creator of the highly-anticipated game: ""FEZ"". After 4 years of working in near solitude, Phil reveals his opus to the public for the first time. And, the film tells the surprising story of one of the highest-rated video games of all time:""Braid"". The film is about making video games, but at its core, it's about the creative process, and exposing yourself through your work. In short: Making fun and games is anything but fun and games.",2012-05-18
V/H/S,84348,Thriller,The Collective,0,100345,"When a group of misfits is hired by an unknown third party to burglarize a desolate house and acquire a rare VHS tape, they discover more found footage than they bargained for.",2012-07-28
Bad Ass,94380,Action,Amber Lamps,0,0,Decorated Vietnam hero Frank Vega returns home only to get shunned by society leaving him without a job or his high school sweetheart. It's not until forty years later when an incident on a commuter bus (where he protects an elderly black man from a pair of skin heads) makes him a local hero where he's suddenly celebrated once again. But his good fortune suddenly turns for the worse when his best friend Klondike is murdered and the police aren't doing anything about it.,2012-04-12
Her,152601,Romance,Annapurna Pictures,23000000,47351251,"In the not so distant future, Theodore, a lonely writer purchases a newly developed operating system designed to meet the user's every needs. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.",2013-12-18
The Croods,49519,Action,DreamWorks Animation,135000000,585178928,"The Croods is a prehistoric comedy adventure that follows the world's first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed. Traveling across a spectacular landscape, the Croods discover an incredible new world filled with fantastic creatures -- and their outlook is changed forever.",2013-03-20
Prisoners,146233,Drama,Madhouse Entertainment,46000000,122126687,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. But just how far will this desperate father go to protect his family?",2013-09-18
Oblivion,75612,Action,Universal Pictures,120000000,286168572,"Jack Harper is one of the last few drone repairmen stationed on Earth.  Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete.  His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft.  Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.",2013-04-10
Kick-Ass 2,59859,Action,Marv Films,28000000,60700000,"After Kick-Ass’ insane bravery inspires a new wave of self-made masked crusaders, he joins a patrol led by the Colonel Stars and Stripes. When these amateur superheroes are hunted down by Red Mist — reborn as The Mother Fucker — only the blade-wielding Hit-Girl can prevent their annihilation.",2013-07-17
Elysium,68724,Science Fiction,Genre Films,115000000,286140700,"In the year 2159, two classes of people exist: the very wealthy who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. Secretary Rhodes (Jodie Foster), a hard line government ofﬁcial, will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn’t stop the people of Earth from trying to get in, by any means they can. When unlucky Max (Matt Damon) is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life, but could bring equality to these polarized worlds.",2013-08-07
The Hobbit: The Desolation of Smaug,57158,Adventure,Warner Bros. Pictures,250000000,958400000,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",2013-12-11
Snowpiercer,110415,Action,CJ Entertainment,39200000,86758912,"In a future where a failed global-warming experiment kills off most life on the planet, a class system evolves aboard the Snowpiercer, a train that travels around the globe via a perpetual-motion engine.",2013-08-01
Captain Phillips,109424,Action,Columbia Pictures,55000000,95000000,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",2013-10-10
The Great Gatsby,64682,Drama,Spectrum Films,105000000,351040419,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",2013-05-10
A Good Day to Die Hard,47964,Action,Mid Atlantic Films,92000000,304654182,"Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes.",2013-02-06
The World's End,107985,Comedy,Focus Features,20000000,46089287,Five friends who reunite in an attempt to top their epic pub crawl from 20 years earlier unwittingly become humankind's only hope for survival.,2013-07-18
Insidious: Chapter 2,91586,Horror,FilmDistrict,5000000,0,The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,2013-09-12
